patent_number,application_number
US11992490,US20210113566A1
US11992535,US20210236663A1
US11993596,US20240294526A1
US11993600,US20230174531A1
US11993603,US20220048914A1
US20240173303,US20240173303A1
US20240173316,US20240173316A1
US20240173440,US20240173440A1
US20240174621,US20240174621A1
US20240174633,US20240174633A1
US20240174647,US20240174647A1
US20240174649,US20240174649A1
US20240174650,US20240174650A1
US20240174652,US20240174652A1
US20240174662,US20240174662A1
US20240174674,US20240174674A1
US20240174679,US20240174679A1
US20240174690,US20250002504A1
US20240174692,US20240174692A1
US20240174696,US20240174696A1
US11998539,US20230201186A1
US11999676,US20200290948A1
US11999723,US20230057076A1
US20240180886,US20240180886A1
US20240182406,US20240182406A1
US20240182453,US20240417394A1
US20240182466,US20240182466A1
US20240182482,US20240182482A1
US20240182487,US20240182487A1
US20240182503,US20240182503A1
US12011433,US20210023055A1
US12011444,US20220175775A1
US12012394,US20190256492A1
US12012467,US20200109167A1
US20240197735,US20240197735A1
US20240199525,US20240199525A1
US20240199535,US20240199535A1
US20240199555,US20240199555A1
US20240199558,US20240383866A1
US20240199561,US20240199561A1
US20240199571,US20240199571A1
US20240199576,US20240199576A1
US20240199605,US20240199605A1
US20240199616,US20240199616A1
US20240199618,US20240199618A1
US20240199625,US20240199625A1
US20240199630,US20240199630A1
US20240199635,US20240199635A1
US20240199644,US20240199644A1
US20240199649,US20240199649A1
US20240199677,US20240199677A1
US12016863,US20210244740A1
US12017994,US20240417377A1
US12018014,US20220098174A1
US12018027,US20220204508A1
US20240207238,US20240207238A1
US20240207249,US20240207249A1
US20240207263,US20240207263A1
US20240207267,US20240207267A1
US20240207292,US20240207292A1
US20240207300,US20240207300A1
US20240208909,US20240208909A1
US20240208932,US20240208932A1
US20240208940,US20240208940A1
US20240208944,US20240208944A1
US20240208945,US20240208945A1
US20240208953,US20240208953A1
US20240208956,US20240208956A1
US20240208964,US20240208964A1
US20240208970,US20240208970A1
US20240208981,US20240208981A1
US20240208984,US20240208984A1
US20240208986,US20240208986A1
US20240208998,US20240208998A1
US20240209001,US20240209001A1
US20240209019,US20240209019A1
US12023331,US20210093634A1
US12024494,US20210317096A1
US20240216357,US20240216357A1
US20240216362,US20240216362A1
US20240217922,US20240217922A1
US20240217973,US20240217973A1
US20240217978,US20240217978A1
US20240217982,US20240217982A1
US20240217988,US20240217988A1
US20240218021,US20240218021A1
US12030867,US20210269418A1
US12030872,US20210395236A1
US12030880,US20210300923A1
US12030892,US20210277018A1
US12030897,US20210323979A1
US12006283,US20210188753A1
US12006289,US20220169602A1
US12006303,US20250034111A1
US20240226094,US20240226094A1
US20240226096,US20240226096A1
US20240226107,US20240226107A1
US20240226130,US20240226130A1
US20240228460,US20240228460A1
US20240228486,US20240228486A1
US20240228490,US20240228490A1
US20240228491,US20240228491A1
US20240228512,US20240228512A1
US12037329,US20230150990A1
US12037345,US20220363693A1
US20240239761,US20240239761A1
US20240239763,US20240239763A1
US20240239772,US20240239772A1
US20240239774,US20240239774A1
US20240239788,US20240239788A1
US20240239794,US20240239794A1
US20240239802,US20240239802A1
US20240239812,US20240239812A1
US20240239813,US20240239813A1
US12043602,US20220177440A1
US12043625,US20230002401A1
US12043645,US20230135822A1
US20240245673,US20240245673A1
US20240245694,US20240245694A1
US20240246911,US20240246911A1
US20240246927,US20240246927A1
US20240246932,US20240246932A1
US20240246935,US20240246935A1
US20240246937,US20240246937A1
US20240246944,US20240246944A1
US20240246951,US20240246951A1
US20240246964,US20240246964A1
US20240246972,US20250250273A1
US20240246981,US20240246981A1
US20240246984,US20240246984A1
US20240247015,US20240247015A1
US20240246941,US20240246941A1
US20240189287,US20240189287A1
US20240189292,US20240189292A1
US20240189315,US20240189315A1
US20240190824,US20240190824A1
US20240190828,US20240190828A1
US20240190847,US20240190847A1
US20240190854,US20240190854A1
US20240190862,US20240190862A1
US20240190865,US20240190865A1
US20240190866,US20240190866A1
US20240190872,US20240190872A1
US20240190875,US20240190875A1
US20240190889,US20240190889A1
US20240190890,US20240190890A1
US20240190892,US20240190892A1
US20240190893,US20240190893A1
US20240190904,US20240190904A1
US12049455,US20230303506A1
US12049474,US20240360163A1
US20240252496,US20250213561A1
US20240254093,US20240254093A1
US20240254109,US20240254109A1
US20240254114,US20240254114A1
US12053470,US20220241277A1
US12053473,US20210177851A1
US12053477,US20230061592A1
US12054469,US20220194917A1
US12054475,US20240132469A1
US12054482,US20210371414A1
US12054488,US20210340146A1
US12054497,US20240158417A1
US12054502,US20210300949A1
US20240261273,US20240261273A1
US20240261292,US20240261292A1
US20240262804,US20240262804A1
US20240262819,US20240262819A1
US20240262823,US20240262823A1
US20240262826,US20240262826A1
US20240262835,US20250206749A1
US12064420,US20250082613A1
US12065399,US20220169599A1
US12065407,US20200399219A1
US12065430,US20210395234A1
US12065436,US20230119665A1
US12065446,US20230097422A1
US12065447,US20230167129A1
US20240277683,US20240277683A1
US20240277852,US20240277852A1
US20240279174,US20240279174A1
US20240279201,US20240279201A1
US20240279215,US20240279215A1
US20240279218,US20240279218A1
US20240279221,US20240279221A1
US20240279226,US20240279226A1
US20240279233,US20240279233A1
US12059472,US20190351066A1
US20240269137,US20240269137A1
US20240270713,US20240270713A1
US20240270732,US20240270732A1
US20240270735,US20240270735A1
US20240270744,US20240270744A1
US20240270751,US20240270751A1
US20240270753,US20240270753A1
US20240270758,US20240270758A1
US12070457,US20240398791A1
US12070513,US20220088229A1
US12071408,US20240383858A1
US12071420,US20210115011A1
US12071425,US20230057166A1
US12071435,US20210340141A1
US20240286998,US20240286998A1
US20240287022,US20240287022A1
US20240287025,US20240287025A1
US20240287037,US20240287037A1
US20240287046,US20240287046A1
US20240287062,US20240287062A1
US20240287079,US20240287079A1
US20240287082,US20240287082A1
US20240287089,US20240287089A1
US20240287094,US20240287094A1
US12076320,US20210283132A1
US12076401,US20210093717A1
US12077506,US20210380536A1
US12077513,US20220024880A1
US12077531,US20240425504A1
US12077548,US20220064187A1
US12077605,US20230234984A1
US20240293380,US20240293380A1
US20240293400,US20240293400A1
US20240293412,US20240293412A1
US20240293557,US20240293557A1
US20240293587,US20240293587A1
US20240294467,US20240294467A1
US20240294509,US20240294509A1
US20240294523,US20240294523A1
US20240294526,US20240294526A1
US20240294531,US20240294531A1
US20240294535,US20240294535A1
US20240294543,US20240294543A1
US20240294545,US20240294545A1
US20240294550,US20240294550A1
US20240294551,US20250236631A1
US12083101,US20210299100A1
US12083115,US20210251982A1
US12083118,US20240374595A1
US12083137,US20210393654A1
US12084416,US20220169605A1
US12084420,US20230147507A1
US12084426,US20210309633A1
US12084442,US20250214989A1
US20240299367,US20240299367A1
US20240299360,US20240299360A1
US20240300886,US20240300886A1
US20240300923,US20240300923A1
US20240300927,US20240300927A1
US20240300936,US20240300936A1
US20240300937,US20240300937A1
US20240300941,US20240300941A1
US20240300954,US20240300954A1
US20240300958,US20240300958A1
US20240300968,US20240300968A1
US20240300975,US20240300975A1
US12091399,US20210387963A1
US12091424,US20250223297A1
US20240307353,US20240307353A1
US20240307362,US20240307362A1
US20240307363,US20240307363A1
US20240307386,US20240307386A1
US20240307415,US20240307415A1
US20240307419,US20240307419A1
US20240308973,US20240308973A1
US20240308980,US20240308980A1
US20240308985,US20250214974A1
US20240308995,US20240308995A1
US20240309004,US20240309004A1
US20240309005,US20240309005A1
US20240309018,US20240309018A1
US12098216,US20230029187A1
US20240316020,US20240316020A1
US20240316047,US20240316047A1
US20240317663,US20240317663A1
US20240317683,US20240351983A1
US20240317691,US20240317691A1
US20240317696,US20240317696A1
US20240317714,US20250236610A1
US20240317721,US20240317721A1
US20240317732,US20240317732A1
US20240317740,US20240317740A1
US20240317745,US20240317745A1
US20240317755,US20240317755A1
US20240317756,US20240317756A1
US20240317759,US20240317759A1
US20240327355,US20240327355A1
US20240327372,US20240327372A1
US20240327385,US20240327385A1
US20240327387,US20240327387A1
US20240327389,US20240327389A1
US20240327407,US20240327407A1
US20240327418,US20240327418A1
US20240327425,US20240327425A1
US20240327430,US20240327430A1
US20240327433,US20240327433A1
US20240327434,US20240327434A1
US20240327458,US20240327458A1
US12110276,US20250074881A1
US12110278,US20220112166A1
US12110286,US20240417388A1
US12110299,US20210284658A1
US20240335420,US20240335420A1
US20240335427,US20240335427A1
US20240335431,US20240335431A1
US20240335442,US20240335442A1
US20240336562,US20240336562A1
US20240336571,US20240336571A1
US20240336588,US20240336588A1
US20240336591,US20240336591A1
US20240336593,US20240336593A1
US20240336610,US20240336610A1
US20240336629,US20240336629A1
US20240336642,US20240336642A1
US12115157,US20230131465A1
US12116355,US20250250244A1
US12116356,US20230183208A1
US20240342139,US20240342139A1
US20240342176,US20240342176A1
US20240342179,US20240342179A1
US20240342186,US20240342186A1
US20240343694,US20240343694A1
US20240343720,US20240343720A1
US20240343726,US20240343726A1
US20240343729,US20240343729A1
US20240343747,US20240343747A1
US12122742,US20220112160A1
US12122750,US20250074875A1
US12122771,US20220274978A1
US12122780,US20230056559A1
US12122799,US20210261580A1
US12123010,US20250122523A1
US20240366813,US20240366813A1
US12145945,US20240327430A1
US20240398811,US20240398811A1
US12162836,US20230022917A1
US12172993,US20250084076A1
US12187742,US20220315606A1
US12194027,US20220202785A1
US12195427,US20250129020A1
US20250017936,US20250017936A1
US20250017938,US20250017938A1
US20250019369,US20250019369A1
US20250019371,US20250019371A1
US20250019385,US20250019385A1
US20250019386,US20250019386A1
US12202790,US20210171456A1
US12202823,US20220213084A1
US12202835,US20220002308A1
US12202839,US20210395266A1
US20250025443,US20250025443A1
US20250025459,US20250025459A1
US20250026723,US20250026723A1
US20250026742,US20250026742A1
US20250026745,US20250026745A1
US20250026748,US20250026748A1
US20250026750,US20250026750A1
US20250026762,US20250026762A1
US20250026765,US20250026765A1
US20250026766,US20250026766A1
US20250026773,US20250026773A1
US12208088,US20220370420A1
US12209074,US20220388977A1
US12209075,US20210214336A1
US12209085,US20220135557A1
US20250032476,US20250032476A1
US20250032489,US20250032489A1
US20250032527,US20250032527A1
US20250032625,US20250032625A1
US20250034106,US20250034106A1
US20250034108,US20250034108A1
US20250034112,US20250034112A1
US20250034116,US20250034116A1
US20250034117,US20250034117A1
US20250034122,US20250034122A1
US20250034134,US20250034134A1
US20250034135,US20250034135A1
US20250034136,US20250171441A1
US20250034153,US20250034153A1
US20250034159,US20250034159A1
US20250034165,US20250034165A1
US20250034168,US20250034168A1
US20250034169,US20250034169A1
US20250034173,US20250034173A1
US12215095,US20220002269A1
US12215173,US20210040150A1
US20250041279,US20250041279A1
US20250042847,US20250042847A1
US20250042850,US20250042850A1
US20250042853,US20250042853A1
US20250042857,US20250042857A1
US20250042862,US20250042862A1
US20250042884,US20250042884A1
US20250042889,US20250042889A1
US20250042890,US20250042890A1
US20250042891,US20250042891A1
US20250042896,US20250042896A1
US20250042898,US20250042898A1
US20250042903,US20250042903A1
US20250042904,US20250042904A1
US20250042914,US20250042914A1
US20250042919,US20250042919A1
US12220415,US20250186447A1
US12220419,US20210315904A1
US12221426,US20210253544A1
US12221439,US20210332041A1
US12221449,US20220064172A1
US12221453,US20230110996A1
US20250049736,US20250049736A1
US20250049765,US20250049765A1
US20250049777,US20250049777A1
US20250049780,US20250049780A1
US20250049809,US20250049809A1
US20250049817,US20250049817A1
US20250049967,US20250049967A1
US20250051275,US20250051275A1
US20250051277,US20250051277A1
US20250051307,US20250051307A1
US20250051309,US20250051309A1
US20250051313,US20250051313A1
US20250051319,US20250145604A1
US20250051321,US20250051321A1
US20250051323,US20250051323A1
US20250051324,US20250051324A1
US20250051327,US20250051327A1
US20250051330,US20250051330A1
US20250051335,US20250051335A1
US20250051337,US20250051337A1
US20250051345,US20250051345A1
US20250051362,US20250051362A1
US20250051363,US20250051363A1
US20250051367,US20250051367A1
US20250051375,US20250051375A1
US12226405,US20220401422A1
US12226414,US20220047595A1
US12226418,US20190365764A1
US12227501,US20230046077A1
US12227502,US20250145621A1
US12227509,US20220135577A1
US12227515,US20220017534A1
US12227517,US20220315603A1
US20250059154,US20250059154A1
US20250059156,US20250059156A1
US20250059159,US20250059159A1
US20250059172,US20250059172A1
US20250059174,US20250059174A1
US20250059185,US20250059185A1
US20250059186,US20250059186A1
US20250059188,US20250059188A1
US20250059194,US20250059194A1
US20250059196,US20250059196A1
US20250059204,US20250059204A1
US20250059213,US20250059213A1
US20250059214,US20250059214A1
US20250059218,US20250059218A1
US20250059220,US20250059220A1
US20250057848,US20250057848A1
US12234202,US20230102656A1
US12234222,US20220177450A1
US12234230,US20230150991A1
US20250064761,US20250064761A1
US20250064789,US20250064789A1
US20250064791,US20250064791A1
US20250066290,US20250066290A1
US20250066337,US20250066337A1
US20250066338,US20250066338A1
US20250066345,US20250066345A1
US20250066350,US20250066350A1
US20250066353,US20250066353A1
US20250066363,US20250066363A1
US20250066368,US20250066368A1
US20250066370,US20250066370A1
US20250066372,US20250066372A1
US20250066377,US20250066377A1
US20250066383,US20250066383A1
US20250066388,US20250066388A1
US20250066318,US20250066318A1
US20250066349,US20250066349A1
US12240811,US20220185774A1
US12240821,US20220048866A1
US12240825,US20220098165A1
US12240835,US20240101536A1
US12240838,US20220259194A1
US12240839,US20220306604A1
US20250073340,US20250073340A1
US20250073358,US20250073358A1
US20250074891,US20250074891A1
US20250074895,US20250074895A1
US20250074907,US20250074907A1
US20250074910,US20250074910A1
US20250074911,US20250074911A1
US20250074919,US20250074919A1
US20250074920,US20250074920A1
US12247004,US20230114875A1
US12247013,US20220112169A1
US12247015,US20250289792A1
US12247029,US20220332717A1
US12247031,US20220017525A1
US20250082630,US20250082630A1
US20250082761,US20250082761A1
US20250084039,US20250084039A1
US20250084060,US20250084060A1
US20250084067,US20250270194A1
US20250084074,US20250084074A1
US20250084084,US20250084084A1
US20250084095,US20250084095A1
US20250084096,US20250084096A1
US12251379,US20210161881A1
US12252491,US20220073526A1
US12252493,US20250179082A1
US10544151,US20190023710A1
US10954244,US20200157106A1
US11555029,US20210053946A1
US20250091994,US20250091994A1
US20250091995,US20250091995A1
US20250092022,US20250092022A1
US20250092029,US20250092029A1
US20250092039,US20250092039A1
US20250092052,US20250092052A1
US20250092056,US20250092056A1
US20250092064,US20250092064A1
US20250092066,US20250092066A1
US20250092081,US20250092081A1
US20250092084,US20250092084A1
US12258317,US20220315536A1
US12258342,US20210323957A1
US12257253,US20220133726A1
US20250099433,US20250099433A1
US20250099442,US20250099442A1
US20250099455,US20250099455A1
US20250099493,US20250099493A1
US20250099494,US20250099494A1
US20250100993,US20250100993A1
US20250100994,US20250100994A1
US20250101011,US20250101011A1
